Stockname,Date,Open,High,Low,Close,Adj Close,Volume,Return
DAX,18/11/2019,27993.2207,28040.9707,27969.24023,28036.2207,28036.2207,252320000,-0.43
DAX,19/11/2019,28079.75977,28090.21094,27894.51953,27934.01953,27934.01953,245890000,1.4574024
DAX,20/11/2019,27879.55078,27897.2793,27675.2793,27821.08984,27821.08984,258140000,0.5846094
DAX,21/11/2019,27820.2793,27828.33008,27708.33984,27766.28906,27766.28906,232020000,0.5399024
DAX,22/11/2019,27831.23047,27898.46094,27773.98047,27875.61914,27875.61914,214780000,-0.4438867
DAX,25/11/2019,27917.76953,28068.68945,27917.76953,28066.4707,28066.4707,248420000,-1.4870117
DAX,26/11/2019,28080.75,28146.01953,28042.21094,28121.67969,28121.67969,324050000,-0.4092969
DAX,27/11/2019,28156.4707,28174.9707,28075.23047,28164,28164,198210000,-0.075293
DAX,29/11/2019,28103.16016,28119.50977,28042.5293,28051.41016,28051.41016,120630000,0.5175
DAX,02/12/2019,28109.74023,28109.83984,27782.34961,27783.03906,27783.03906,236610000,3.2670117
DAX,03/12/2019,27501.98047,27524.74023,27325.13086,27502.81055,27502.81055,275350000,-0.0083008
DAX,04/12/2019,27634.63086,27727.44922,27612.08008,27649.7793,27649.7793,218200000,-0.1514844
DAX,05/12/2019,27736.05078,27745.19922,27562.80078,27677.78906,27677.78906,208600000,0.5826172
DAX,06/12/2019,27839.67969,28035.84961,27839.67969,28015.06055,28015.06055,223310000,-1.7538086
DAX,09/12/2019,27987.05078,28010.41992,27906.14063,27909.59961,27909.59961,217000000,0.7745117
DAX,10/12/2019,27900.65039,27949.01953,27804,27881.7207,27881.7207,213250000,0.1892969
DAX,11/12/2019,27867.31055,27925.5,27801.80078,27911.30078,27911.30078,213510000,-0.4399023
DAX,12/12/2019,27898.33984,28224.94922,27859.86914,28132.05078,28132.05078,277740000,-2.3371094
DAX,13/12/2019,28123.64063,28290.73047,28028.32031,28135.38086,28135.38086,250660000,-0.1174023
DAX,16/12/2019,28191.66992,28337.49023,28191.66992,28235.89063,28235.89063,286770000,-0.4422071
DAX,17/12/2019,28221.75,28328.63086,28220.56055,28267.16016,28267.16016,286770000,-0.4541016
DAX,18/12/2019,28291.43945,28323.25,28239.2793,28239.2793,28239.2793,289890000,0.5216015
DAX,19/12/2019,28278.31055,28381.48047,28278.24023,28376.96094,28376.96094,262570000,-0.9865039
DAX,20/12/2019,28608.64063,28608.64063,28445.59961,28455.08984,28455.08984,603780000,1.5355079
DAX,23/12/2019,28491.7793,28582.49023,28491.7793,28551.5293,28551.5293,223530000,-0.5975
DAX,24/12/2019,28572.57031,28576.80078,28503.21094,28515.44922,28515.44922,86150000,0.5712109
DAX,26/12/2019,28539.46094,28624.09961,28535.15039,28621.39063,28621.39063,155970000,-0.8192969
DAX,27/12/2019,28675.33984,28701.66016,28608.98047,28645.25977,28645.25977,182280000,0.3008007
DAX,30/12/2019,28654.75977,28664.68945,28428.98047,28462.14063,28462.14063,181600000,1.9261914
DAX,31/12/2019,28414.64063,28547.34961,28376.49023,28538.43945,28538.43945,193340000,-1.2379882
DAX,02/01/2020,28638.9707,28872.80078,28627.76953,28868.80078,28868.80078,251820000,-2.2983008
DAX,03/01/2020,28553.33008,28716.31055,28500.35938,28634.88086,28634.88086,239590000,-0.8155078
DAX,06/01/2020,28465.5,28708.01953,28418.63086,28703.38086,28703.38086,252760000,-2.3788086
DAX,07/01/2020,28639.17969,28685.5,28565.2793,28583.67969,28583.67969,258900000,0.555
DAX,08/01/2020,28556.14063,28866.17969,28522.50977,28745.08984,28745.08984,291750000,-1.8894921
DAX,09/01/2020,28851.9707,28988.00977,28844.31055,28956.90039,28956.90039,275060000,-1.0492969
DAX,10/01/2020,28977.51953,29009.07031,28789.09961,28823.76953,28823.76953,237830000,1.5375
DAX,13/01/2020,28869.00977,28909.91016,28819.42969,28907.05078,28907.05078,249830000,-0.3804101
DAX,14/01/2020,28895.5,29054.16016,28872.26953,28939.66992,28939.66992,287440000,-0.4416992
DAX,15/01/2020,28901.80078,29127.58984,28897.34961,29030.2207,29030.2207,260270000,-1.2841992
DAX,16/01/2020,29131.94922,29300.32031,29131.94922,29297.64063,29297.64063,252110000,-1.6569141
DAX,17/01/2020,29313.31055,29373.61914,29289.91016,29348.09961,29348.09961,321820000,-0.3478906
DAX,21/01/2020,29269.05078,29341.21094,29146.4707,29196.03906,29196.03906,320640000,0.7301172
DAX,22/01/2020,29263.63086,29320.19922,29172.25977,29186.26953,29186.26953,283440000,0.7736133
DAX,23/01/2020,29111.01953,29190.4707,28966.98047,29160.08984,29160.08984,307060000,-0.4907031
DAX,24/01/2020,29230.39063,29288.78906,28843.31055,28989.73047,28989.73047,380010000,2.4066016
DAX,27/01/2020,28542.49023,28671.78906,28440.4707,28535.80078,28535.80078,337270000,0.0668945
DAX,28/01/2020,28594.2793,28823.23047,28575.75,28722.84961,28722.84961,330140000,-1.2857031
DAX,29/01/2020,28820.5293,28944.24023,28728.18945,28734.44922,28734.44922,302290000,0.8608008
DAX,30/01/2020,28640.16016,28879.71094,28489.75977,28859.43945,28859.43945,326850000,-2.1927929
DAX,31/01/2020,28813.03906,28813.03906,28169.5293,28256.0293,28256.0293,403890000,5.5700976
DAX,03/02/2020,28319.65039,28630.39063,28319.65039,28399.81055,28399.81055,307910000,-0.8016016
DAX,04/02/2020,28696.74023,28904.88086,28696.74023,28807.63086,28807.63086,332750000,-1.1089063
DAX,05/02/2020,29048.73047,29308.89063,29000.84961,29290.84961,29290.84961,357540000,-2.4211914
DAX,06/02/2020,29388.58008,29408.05078,29246.92969,29379.76953,29379.76953,263700000,0.0881055
DAX,07/02/2020,29286.91992,29286.91992,29056.98047,29102.50977,29102.50977,252860000,1.8441015
DAX,10/02/2020,28995.66016,29278.07031,28995.66016,29276.82031,29276.82031,250510000,-2.8116015
DAX,11/02/2020,29390.71094,29415.39063,29210.4707,29276.33984,29276.33984,279540000,1.143711
DAX,12/02/2020,29406.75,29568.57031,29406.75,29551.41992,29551.41992,309530000,-1.4466992
DAX,13/02/2020,29436.0293,29535.40039,29345.92969,29423.31055,29423.31055,291150000,0.1271875
DAX,14/02/2020,29440.4707,29463.03906,29283.17969,29398.08008,29398.08008,231000000,0.4239062
DAX,18/02/2020,29282.7793,29330.16016,29116.81055,29232.18945,29232.18945,256600000,0.5058985
DAX,19/02/2020,29312.69922,29409.08984,29274.38086,29348.0293,29348.0293,240640000,-0.3533008
DAX,20/02/2020,29296.25,29368.44922,28959.65039,29219.98047,29219.98047,287780000,0.7626953
DAX,21/02/2020,29146.5293,29146.5293,28892.69922,28992.41016,28992.41016,311210000,1.5411914
DAX,24/02/2020,28402.92969,28402.92969,27912.43945,27960.80078,27960.80078,452580000,4.4212891
DAX,25/02/2020,28037.65039,28149.19922,26997.61914,27081.35938,27081.35938,513270000,9.5629101
DAX,26/02/2020,27159.46094,27542.7793,26890.9707,26957.58984,26957.58984,472450000,2.018711
DAX,27/02/2020,26526,26775.31055,25752.82031,25766.64063,25766.64063,664980000,7.5935937
DAX,28/02/2020,25270.83008,25494.24023,24681.00977,25409.35938,25409.35938,915990000,-1.385293
DAX,02/03/2020,25590.50977,26706.16992,25391.96094,26703.32031,26703.32031,637200000,-11.1281054
DAX,03/03/2020,26762.4707,27084.58984,25706.2793,25917.41016,25917.41016,647080000,8.4506054
DAX,04/03/2020,26383.67969,27102.33984,26286.31055,27090.85938,27090.85938,457590000,-7.0717969
DAX,05/03/2020,26671.91992,26671.91992,25943.33008,26121.2793,26121.2793,477370000,5.5064062
DAX,06/03/2020,25457.21094,25994.38086,25226.61914,25864.7793,25864.7793,599780000,-4.0756836
DAX,09/03/2020,24992.35938,24992.35938,23706.07031,23851.01953,23851.01953,750430000,11.4133985
DAX,10/03/2020,24453,25020.99023,23690.33984,25018.16016,25018.16016,654860000,-5.6516016
DAX,11/03/2020,24604.63086,24604.63086,23328.32031,23553.2207,23553.2207,663960000,10.5141016
DAX,12/03/2020,22184.71094,22837.94922,21154.46094,21200.61914,21200.61914,908260000,9.840918
DAX,13/03/2020,21973.82031,23189.75977,21285.36914,23185.61914,23185.61914,843080000,-12.1179883
DAX,16/03/2020,20917.5293,21768.2793,20116.46094,20188.51953,20188.51953,770130000,7.2900977
DAX,17/03/2020,20487.05078,21379.34961,19882.25977,21237.38086,21237.38086,793060000,-7.5033008
DAX,18/03/2020,20188.68945,20489.33008,18917.46094,19898.91992,19898.91992,871360000,2.8976953
DAX,19/03/2020,19830.00977,20442.63086,19177.13086,20087.18945,20087.18945,780300000,-2.5717968
DAX,20/03/2020,20253.15039,20531.25977,19094.26953,19173.98047,19173.98047,872290000,10.7916992
DAX,23/03/2020,19028.35938,19121.00977,18213.65039,18591.92969,18591.92969,787970000,4.3642969
DAX,24/03/2020,19722.18945,20737.69922,19649.25,20704.91016,20704.91016,799340000,-9.8272071
DAX,25/03/2020,21050.33984,22019.92969,20538.33984,21200.55078,21200.55078,796320000,-1.5021094
DAX,26/03/2020,21468.38086,22595.06055,21427.09961,22552.16992,22552.16992,705180000,-10.8378906
DAX,27/03/2020,21898.4707,22327.57031,21469.26953,21636.7793,21636.7793,588830000,2.616914
DAX,30/03/2020,21678.2207,22378.08984,21522.08008,22327.48047,22327.48047,545540000,-6.4925977
DAX,31/03/2020,22208.41992,22480.36914,21852.08008,21917.16016,21917.16016,571210000,2.9125976
DAX,01/04/2020,21227.38086,21487.24023,20784.42969,20943.50977,20943.50977,506680000,2.8387109
DAX,02/04/2020,20819.46094,21477.76953,20735.01953,21413.43945,21413.43945,529540000,-5.9397851
DAX,03/04/2020,21285.92969,21447.81055,20863.08984,21052.5293,21052.5293,450010000,2.3340039
DAX,06/04/2020,21693.63086,22783.44922,21693.63086,22679.99023,22679.99023,610760000,-9.8635937
DAX,07/04/2020,23537.43945,23617.24023,22634.44922,22653.85938,22653.85938,594660000,8.8358007
DAX,08/04/2020,22893.4707,23513.40039,22682.99023,23433.57031,23433.57031,472740000,-5.4009961
DAX,09/04/2020,23690.66016,24008.99023,23504.08984,23719.36914,23719.36914,566400000,-0.2870898
DAX,13/04/2020,23698.92969,23698.92969,23095.34961,23390.76953,23390.76953,394320000,3.0816016
DAX,14/04/2020,23690.57031,24040.58008,23683.43945,23949.75977,23949.75977,485910000,-2.5918946
DAX,15/04/2020,23600.7207,23649.7207,23233.32031,23504.34961,23504.34961,437630000,0.9637109
DAX,16/04/2020,23543.66016,23598.08008,23211.38086,23537.67969,23537.67969,471050000,0.0598047
DAX,17/04/2020,23817.15039,24264.21094,23817.15039,24242.49023,24242.49023,525950000,-4.2533984
DAX,20/04/2020,24095.09961,24108.68945,23627.18945,23650.43945,23650.43945,423410000,4.4466016
DAX,21/04/2020,23365.25,23365.25,22941.88086,23018.88086,23018.88086,485140000,3.4636914
DAX,22/04/2020,23437.33984,23613.09961,23339.59961,23475.82031,23475.82031,352880000,-0.3848047
DAX,23/04/2020,23543.08984,23885.35938,23483.34961,23515.25977,23515.25977,389290000,0.2783007
DAX,24/04/2020,23628.24023,23826,23417.67969,23775.26953,23775.26953,376020000,-1.470293
DAX,27/04/2020,23866.15039,24207.65039,23840.60938,24133.7793,24133.7793,389390000,-2.6762891
DAX,28/04/2020,24357.16992,24512.24023,24031.19922,24101.55078,24101.55078,400250000,2.5561914
DAX,29/04/2020,24490.36914,24764.76953,24453.99023,24633.85938,24633.85938,455290000,-1.4349024
DAX,30/04/2020,24585.57031,24585.57031,24186.90039,24345.7207,24345.7207,487840000,2.3984961
DAX,01/05/2020,24120.7793,24120.7793,23645.30078,23723.68945,23723.68945,418160000,3.9708985
DAX,04/05/2020,23581.55078,23769.56055,23361.16016,23749.75977,23749.75977,355360000,-1.6820899
DAX,05/05/2020,23958.88086,24169.7207,23868.91016,23883.08984,23883.08984,369710000,0.7579102
DAX,06/05/2020,23978.88086,24054.58984,23661.14063,23664.64063,23664.64063,377450000,3.1424023
DAX,07/05/2020,23837.21094,24094.61914,23834.39063,23875.89063,23875.89063,369890000,-0.3867969
DAX,08/05/2020,24107.82031,24349.90039,24107.05078,24331.32031,24331.32031,335760000,-2.235
DAX,11/05/2020,24256.44922,24366.21094,24070.2207,24221.99023,24221.99023,352400000,0.3445899
DAX,12/05/2020,24292.83984,24382.08984,23761.58008,23764.7793,23764.7793,359480000,5.2806054
DAX,13/05/2020,23702.16016,23708.90039,23067.64063,23247.9707,23247.9707,469950000,4.5418946
DAX,14/05/2020,23049.06055,23630.85938,22789.61914,23625.33984,23625.33984,472700000,-5.7627929
DAX,15/05/2020,23454.83008,23730.08008,23354.15039,23685.41992,23685.41992,491510000,-2.3058984
DAX,18/05/2020,24059.98047,24708.53906,24059.98047,24597.36914,24597.36914,484190000,-5.3738867
DAX,19/05/2020,24577.48047,24599.5,24202.96094,24206.85938,24206.85938,374100000,3.7062109
DAX,20/05/2020,24455.93945,24649.48047,24455.93945,24575.90039,24575.90039,366510000,-1.1996094
DAX,21/05/2020,24564.26953,24718.46094,24370.88086,24474.11914,24474.11914,346770000,0.9015039
DAX,22/05/2020,24461.98047,24481.64063,24294.07031,24465.16016,24465.16016,255660000,-0.0317969
DAX,26/05/2020,24781.83984,25176.41992,24781.83984,24995.10938,24995.10938,424380000,-2.1326954
DAX,27/05/2020,25298.63086,25551.56055,25009.86914,25548.26953,25548.26953,411230000,-2.4963867
DAX,28/05/2020,25697.35938,25758.78906,25358.73047,25400.64063,25400.64063,377800000,2.9671875
DAX,29/05/2020,25324.15039,25482.80078,25031.66992,25383.10938,25383.10938,527620000,-0.5895899
DAX,01/06/2020,25342.99023,25508.83008,25220.66016,25475.01953,25475.01953,338310000,-1.320293
DAX,02/06/2020,25582.51953,25743.13086,25523.74023,25742.65039,25742.65039,352610000,-1.6013086
DAX,03/06/2020,25906.88086,26337.75,25906.88086,26269.89063,26269.89063,398790000,-3.6300977
DAX,04/06/2020,26226.49023,26384.09961,26082.31055,26281.82031,26281.82031,372190000,-0.5533008
DAX,05/06/2020,26836.80078,27338.30078,26836.80078,27110.98047,27110.98047,542310000,-2.7417969
DAX,08/06/2020,27232.92969,27580.21094,27232.48047,27572.43945,27572.43945,430200000,-3.3950976
DAX,09/06/2020,27447.36914,27447.36914,27151.06055,27272.30078,27272.30078,381430000,1.7506836
DAX,10/06/2020,27251.89063,27355.2207,26938.05078,26989.99023,26989.99023,448930000,2.619004
DAX,11/06/2020,26282.50977,26294.08008,25082.7207,25128.16992,25128.16992,647780000,11.5433985
DAX,12/06/2020,25659.41992,25965.55078,25078.41016,25605.53906,25605.53906,514440000,0.5388086
DAX,15/06/2020,25270.39063,25891.58008,24843.17969,25763.16016,25763.16016,461230000,-4.9276953
DAX,16/06/2020,26326.67969,26611.0293,25811.69922,26289.98047,26289.98047,489500000,0.3669922
DAX,17/06/2020,26330.51953,26400.07031,26068.41016,26119.60938,26119.60938,328830000,2.1091015
DAX,18/06/2020,26016.44922,26154.19922,25848.5293,26080.09961,26080.09961,328390000,-0.6365039
DAX,19/06/2020,26213.09961,26451.43945,25759.66016,25871.46094,25871.46094,669390000,3.4163867
DAX,22/06/2020,25865.08008,26059.81055,25667.67969,26024.96094,26024.96094,351780000,-1.5988086
DAX,23/06/2020,26159.39063,26314.9707,26105.9707,26156.09961,26156.09961,389980000,0.0329102
DAX,24/06/2020,25992.96094,25992.96094,25296.73047,25445.93945,25445.93945,450120000,5.4702149
DAX,25/06/2020,25365.2207,25769.60938,25209.78906,25745.59961,25745.59961,384560000,-3.8037891
DAX,26/06/2020,25641.68945,25641.68945,24971.0293,25015.55078,25015.55078,640860000,6.2613867
DAX,29/06/2020,25152.44922,25601.15039,25096.16016,25595.80078,25595.80078,378070000,-4.4335156
DAX,30/06/2020,25512.42969,25905.38086,25475.14063,25812.88086,25812.88086,410780000,-3.0045117
DAX,01/07/2020,25879.38086,26019.31055,25713.60938,25734.9707,25734.9707,373180000,1.4441016
DAX,02/07/2020,25936.44922,26204.41016,25778.11914,25827.35938,25827.35938,349130000,1.0908984
DAX,06/07/2020,25996.08008,26297.5293,25996.08008,26287.0293,26287.0293,340690000,-2.9094922
DAX,07/07/2020,26172.00977,26174.92969,25866.58008,25890.17969,25890.17969,346820000,2.8183008
DAX,08/07/2020,25950.06055,26109.49023,25816.25,26067.2793,26067.2793,337300000,-1.1721875
DAX,09/07/2020,26094.91992,26103.2793,25523.50977,25706.08984,25706.08984,387610000,3.8883008
DAX,10/07/2020,25690.34961,26101.32031,25637.5,26075.30078,26075.30078,338170000,-3.8495117
DAX,13/07/2020,26225.07031,26639.08984,26044.23047,26085.80078,26085.80078,425320000,1.3926953
DAX,14/07/2020,26044.16992,26690.51953,25994.98047,26642.58984,26642.58984,401640000,-5.9841992
DAX,15/07/2020,27009.81055,27071.33008,26692.48047,26870.09961,26870.09961,384900000,1.3971094
DAX,16/07/2020,26746.57031,26879.16016,26590.00977,26734.71094,26734.71094,287330000,0.1185937
DAX,17/07/2020,26774.61914,26808.42969,26619.88086,26671.94922,26671.94922,296460000,1.0266992
DAX,20/07/2020,26660.28906,26765.01953,26504.19922,26680.86914,26680.86914,309390000,-0.2058008
DAX,21/07/2020,26833.14063,27025.38086,26766.2207,26840.40039,26840.40039,364930000,-0.0725976
DAX,22/07/2020,26824.56055,27035.24023,26794.18945,27005.83984,27005.83984,404340000,-1.8127929
DAX,23/07/2020,26955.9707,26973.84961,26560.03906,26652.33008,26652.33008,419800000,3.0364062
DAX,24/07/2020,26533.41016,26625.69922,26402.85938,26469.89063,26469.89063,494170000,0.6351953
DAX,27/07/2020,26447.66992,26625.46094,26426.91992,26584.76953,26584.76953,400930000,-1.3709961
DAX,28/07/2020,26529.44922,26556.83984,26361.71094,26379.2793,26379.2793,361090000,1.5016992
DAX,29/07/2020,26388.43945,26602.44922,26375.39063,26539.57031,26539.57031,347580000,-1.5113086
DAX,30/07/2020,26367.41992,26374.92969,25992.2793,26313.65039,26313.65039,351540000,0.5376953
DAX,31/07/2020,26409.33008,26440.01953,26013.58984,26428.32031,26428.32031,488050000,-0.1899023
DAX,03/08/2020,26542.32031,26707.25977,26534.38086,26664.40039,26664.40039,439380000,-1.2208008
DAX,04/08/2020,26664.60938,26832.7207,26597.82031,26828.4707,26828.4707,346350000,-1.6386132
DAX,05/08/2020,26924.7793,27221.66992,26924.7793,27201.51953,27201.51953,366000000,-2.7674023
DAX,06/08/2020,27170.82031,27394.09961,27145.25,27386.98047,27386.98047,322460000,-2.1616016
DAX,07/08/2020,27321.67969,27456.24023,27223.55078,27433.48047,27433.48047,321170000,-1.1180078
DAX,10/08/2020,27488.21094,27803.85938,27488.21094,27791.43945,27791.43945,360340000,-3.0322851
DAX,11/08/2020,27961.64063,28154.88086,27624.50977,27686.91016,27686.91016,428220000,2.7473047
DAX,12/08/2020,27860.24023,28043.89063,27843.32031,27976.83984,27976.83984,340210000,-1.1659961
DAX,13/08/2020,27922.50977,27986.09961,27789.7793,27896.7207,27896.7207,360160000,0.2578907
DAX,14/08/2020,27828.92969,27977.81055,27759.39063,27931.01953,27931.01953,275540000,-1.0208984
DAX,17/08/2020,27970.05078,27999.81055,27816.40039,27844.91016,27844.91016,286860000,1.2514062
DAX,18/08/2020,27853.48047,27891.11914,27668.78906,27778.07031,27778.07031,276170000,0.7541016
DAX,19/08/2020,27811.25977,27920.41992,27647.66992,27692.88086,27692.88086,311460000,1.1837891
DAX,20/08/2020,27622.67969,27781.46094,27526.25,27739.73047,27739.73047,304550000,-1.1705078
DAX,21/08/2020,27758.13086,27959.48047,27686.7793,27930.33008,27930.33008,372720000,-1.7219922
DAX,24/08/2020,28077.58008,28314.93945,28041.75,28308.46094,28308.46094,383880000,-2.3088086
DAX,25/08/2020,28347.41992,28400.74023,28094.57031,28248.43945,28248.43945,338420000,0.9898047
DAX,26/08/2020,28257.88086,28353.80078,28153.91016,28331.91992,28331.91992,327070000,-0.7403906
DAX,27/08/2020,28384.07031,28634.2207,28363.92969,28492.26953,28492.26953,404340000,-1.0819922
DAX,28/08/2020,28601.28906,28733.34961,28487.98047,28653.86914,28653.86914,369740000,-0.5258008
DAX,31/08/2020,28643.66016,28643.66016,28363.55078,28430.05078,28430.05078,517320000,2.1360938
DAX,01/09/2020,28439.60938,28659.25977,28290.7207,28645.66016,28645.66016,423410000,-2.0605078
DAX,02/09/2020,28736.78906,29162.88086,28713.5293,29100.5,29100.5,539510000,-3.6371094
DAX,03/09/2020,29090.69922,29199.34961,28074.75977,28292.73047,28292.73047,650080000,7.9796875
DAX,04/09/2020,28341.05078,28539.75,27664.67969,28133.31055,28133.31055,694640000,2.0774023
DAX,08/09/2020,27925.23047,27925.23047,27464.90039,27500.89063,27500.89063,580860000,4.2433984
DAX,09/09/2020,27711.71094,28206.21094,27704.53906,27940.4707,27940.4707,460590000,-2.2875976
DAX,10/09/2020,28022.50977,28174.7793,27447.08008,27534.58008,27534.58008,442850000,4.8792969
DAX,11/09/2020,27613.85938,27828.82031,27448.15039,27665.64063,27665.64063,435330000,-0.5178125
DAX,14/09/2020,27718.74023,28086.06055,27718.74023,27993.33008,27993.33008,380750000,-2.7458985
DAX,15/09/2020,28139.75977,28231.06055,27931.44922,27995.59961,27995.59961,414520000,1.4416016
DAX,16/09/2020,28031.68945,28364.76953,28021.66992,28032.38086,28032.38086,416650000,-0.0069141
DAX,17/09/2020,27834.17969,28056.78906,27647.92969,27901.98047,27901.98047,437230000,-0.6780078
DAX,18/09/2020,27864.86914,27946.68945,27487.9707,27657.41992,27657.41992,698710000,2.0744922
DAX,21/09/2020,27484.71094,27484.71094,26715.15039,27147.69922,27147.69922,523660000,3.3701172
DAX,22/09/2020,27170.33984,27333.08984,26989.92969,27288.17969,27288.17969,420720000,-1.1783985
DAX,23/09/2020,27413.59961,27464.46094,26716.11914,26763.13086,26763.13086,459470000,6.5046875
DAX,24/09/2020,26716.08984,27094.84961,26537.00977,26815.43945,26815.43945,447810000,-0.9934961
DAX,25/09/2020,26694.50977,27239.28906,26635.38086,27173.96094,27173.96094,388900000,-4.7945117
DAX,28/09/2020,27362.14063,27722.59961,27362.14063,27584.06055,27584.06055,401860000,-2.2191992
DAX,29/09/2020,27560.24023,27605.59961,27338.08984,27452.66016,27452.66016,303820000,1.0758007
DAX,30/09/2020,27514.64063,28026.33008,27511.06055,27781.69922,27781.69922,452550000,-2.6705859
DAX,01/10/2020,27940.63086,28041.46094,27669.25977,27816.90039,27816.90039,373450000,1.2373047
DAX,02/10/2020,27536.39063,27861.42969,27382.93945,27682.81055,27682.81055,392770000,-1.4641992
DAX,05/10/2020,27825.41992,28162.64063,27825.41992,28148.64063,28148.64063,318210000,-3.2322071
DAX,06/10/2020,28214.24023,28354.48047,27728.0293,27772.75977,27772.75977,435030000,4.4148046
DAX,07/10/2020,27971.35938,28369.66016,27971.35938,28303.46094,28303.46094,328750000,-3.3210156
DAX,08/10/2020,28348.85938,28459.13086,28265.56055,28425.50977,28425.50977,314750000,-0.7665039
DAX,09/10/2020,28533.60938,28676.28906,28440.63086,28586.90039,28586.90039,324050000,-0.5329101
DAX,12/10/2020,28671.11914,28957.90039,28659.66992,28837.51953,28837.51953,493680000,-1.6640039
DAX,13/10/2020,28764.94922,28808.83984,28604.34961,28679.81055,28679.81055,526110000,0.8513867
DAX,14/10/2020,28731.30078,28792.56055,28461.73047,28514,28514,370800000,2.1730078
DAX,15/10/2020,28323.40039,28535.84961,28181.53906,28494.19922,28494.19922,328940000,-1.7079883
DAX,16/10/2020,28570.7207,28842.90039,28570.7207,28606.31055,28606.31055,356140000,-0.3558985
DAX,19/10/2020,28633.55078,28711.92969,28139.40039,28195.41992,28195.41992,358700000,4.3813086
DAX,20/10/2020,28245.84961,28575.0293,28243.03906,28308.78906,28308.78906,350220000,-0.6293945
DAX,21/10/2020,28270.66016,28450.64063,28196.39063,28210.82031,28210.82031,299420000,0.5983985
DAX,22/10/2020,28197.41992,28421.31055,28040.17969,28363.66016,28363.66016,330320000,-1.6624024
DAX,23/10/2020,28409.65039,28436.51953,28149.82031,28335.57031,28335.57031,347300000,0.7408008
DAX,26/10/2020,28185.82031,28185.82031,27370.16016,27685.38086,27685.38086,404150000,5.0043945
DAX,27/10/2020,27651.17969,27707.68945,27457.96094,27463.18945,27463.18945,366400000,1.8799024
DAX,28/10/2020,27102.14063,27102.14063,26497.39063,26519.94922,26519.94922,496150000,5.8219141
DAX,29/10/2020,26480.98047,26891.89063,26290.7793,26659.10938,26659.10938,419770000,-1.7812891
DAX,30/10/2020,26572.26953,26639.17969,26143.76953,26501.59961,26501.59961,504820000,0.7066992
DAX,02/11/2020,26691.2793,27043.48047,26691.2793,26925.05078,26925.05078,379990000,-2.3377148
DAX,03/11/2020,27138.68945,27640.21094,27138.68945,27480.0293,27480.0293,350980000,-3.4133985
DAX,04/11/2020,27512.83008,28301.5,27512.83008,27847.66016,27847.66016,447860000,-3.3483008
DAX,05/11/2020,28083.36914,28495.05078,28083.36914,28390.17969,28390.17969,390140000,-3.0681055
DAX,06/11/2020,28399.13086,28431.96094,28189.5,28323.40039,28323.40039,326710000,0.7573047
DAX,09/11/2020,29467.90039,29933.83008,29130.66016,29157.9707,29157.9707,673310000,3.0992969
DAX,10/11/2020,29254.16992,29478.85938,29126.99023,29420.91992,29420.91992,526980000,-1.6675
DAX,11/11/2020,29524.34961,29593.10938,29281.2207,29397.63086,29397.63086,376700000,1.2671875
DAX,12/11/2020,29231.91016,29311.83008,28902.13086,29080.16992,29080.16992,369320000,1.5174024
DAX,13/11/2020,29203.90039,29559.25,29203.90039,29479.81055,29479.81055,348810000,-2.7591016
DAX,16/11/2020,29672.35938,29964.28906,29672.35938,29950.43945,29950.43945,418290000,-2.7808007
DAX,17/11/2020,29800.15039,29872.41992,29520.28906,29783.34961,29783.34961,372380000,0.1680078
DAX,18/11/2020,29875.40039,29930.84961,29432.83984,29438.41992,29438.41992,382850000,4.3698047
DAX,19/11/2020,29370.91992,29524.90039,29228.38086,29483.23047,29483.23047,331330000,-1.1231055
DAX,20/11/2020,29437.57031,29469.89063,29231.19922,29263.48047,29263.48047,305350000,1.7408984
DAX,23/11/2020,29332.82031,29667.75,29332.82031,29591.26953,29591.26953,387200000,-2.5844922
DAX,24/11/2020,29746.10938,30116.50977,29746.10938,30046.24023,30046.24023,432760000,-3.0013085
DAX,25/11/2020,30058.86914,30058.86914,29806.25,29872.4707,29872.4707,323030000,1.8639844
DAX,27/11/2020,29911.33008,30015.13086,29819.98047,29910.36914,29910.36914,177040000,0.0096094
DAX,30/11/2020,29854.50977,29854.50977,29463.64063,29638.64063,29638.64063,551350000,2.1586914
DAX,01/12/2020,29797.5,30083.31055,29797.5,29823.91992,29823.91992,429510000,-0.2641992
DAX,02/12/2020,29695.08984,29902.50977,29599.28906,29883.78906,29883.78906,385280000,-1.8869922
DAX,03/12/2020,29920.83008,30110.88086,29877.26953,29969.51953,29969.51953,405680000,-0.4868945
DAX,04/12/2020,29989.56055,30218.25977,29989.56055,30218.25977,30218.25977,356590000,-2.2869922
DAX,07/12/2020,30233.0293,30233.0293,29967.2207,30069.78906,30069.78906,365810000,1.6324024
DAX,08/12/2020,29997.94922,30246.2207,29972.07031,30173.88086,30173.88086,311190000,-1.7593164
DAX,09/12/2020,30229.81055,30319.69922,29951.84961,30068.81055,30068.81055,380520000,1.61
DAX,10/12/2020,30032.55078,30063.86914,29876.82031,29999.25977,29999.25977,325550000,0.3329101
DAX,11/12/2020,29988.21094,30071.13086,29820.83984,30046.36914,30046.36914,393870000,-0.581582
DAX,14/12/2020,30123.91016,30325.78906,29849.15039,29861.55078,29861.55078,371980000,2.6235938
DAX,15/12/2020,29919.08984,30243.25977,29894.94922,30199.31055,30199.31055,417770000,-2.8022071
